,Unnamed: 0,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
137,1121,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c55f277""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
138,1122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ddabb18""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
139,1130,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f1c5af9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
140,1150,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1bc715b8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
141,1158,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@470a696f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
142,1161,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@292d1c71""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
143,1178,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@277f7dd3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
144,1181,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2364305a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
145,1191,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c8bca63""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
146,1198,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2364305a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
147,1222,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69637b10""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
148,1235,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71984c3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
149,1236,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@165b2f7f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
150,1250,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@165b2f7f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
151,1252,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5536379e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
152,1276,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2756c0a7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
153,1288,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2756c0a7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
154,1301,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@773cbf4f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
155,1309,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b54655f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
156,1310,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@665e9289""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
157,1312,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f603e89""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
158,1322,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d3430a7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
159,1323,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@350ec41e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
160,1324,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d3430a7""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
161,1354,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b080f3a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
162,1365,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@42a9e5d1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
163,1390,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@83298d7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
164,1392,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@83298d7""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
165,1401,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c51bb7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
166,1410,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@426b6a74""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
167,1436,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@878452d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
168,1438,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@878452d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
169,1452,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@773f7880""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
170,1477,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d24ffa1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
171,1490,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e54db99""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
172,1491,"isEmpty == ""false""","peek == ""class java.lang.Object""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
173,1494,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55e8ec2f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
174,1496,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@65a4798f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
175,1501,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f2613d1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
176,1515,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f2613d1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
177,1538,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62fad19""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
178,1540,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74cadd41""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
179,1554,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47dbb1e2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
180,1561,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2692b61e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
181,1564,"isEmpty == ""false""","peek == ""class java.lang.Float""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
182,1580,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@293d0107""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
183,1602,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b64240d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
184,1616,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20b5f2ac""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
185,1637,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20b5f2ac""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
186,1639,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e3060d8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
187,1647,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7fc44dec""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
188,1660,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e3060d8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
189,1665,"isEmpty == ""false""","peek == ""-1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
190,1671,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2dbf4cbd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
191,1679,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2dbf4cbd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
192,1687,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d098f9b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
193,1706,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@36676c1a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
194,1707,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b408dc3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
195,1736,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56f6d40b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
196,1745,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56276db8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
197,1752,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51e8e6e6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
198,1764,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15c25153""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
199,1770,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c80e49b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
200,1771,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@458342d3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
201,1775,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9ed238c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
202,1796,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1252b961""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
203,1814,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5778826f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
204,1830,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5778826f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
205,1836,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4763c727""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
206,1838,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61bcd567""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
207,1872,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b64c4b7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
208,1893,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@72445aba""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
209,1899,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b64c4b7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
210,1917,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1433046b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
211,1922,"isEmpty == ""false""","peek == ""100""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
212,1946,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b5894c8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
213,1948,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1433046b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
214,1992,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f446bef""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
215,1993,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7829b776""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
216,1994,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f446bef""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
217,2022,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2611b9a3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
218,2040,"isEmpty == ""false""","peek == ""10""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
219,2048,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f9a01c1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
220,2051,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@54227100""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
221,2074,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73ff4fae""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
222,2076,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@b968a76""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
223,2093,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@21aa6d6c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
224,2102,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31e75d13""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
225,2121,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a5b0b86""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
